title	link	date	abstract	author	surtitle	source
Iran wirft Saudi-Arabien Raketenangriff auf Botschaft vor	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20160107_4001991	2016-01-07	"Der Konflikt zwischen Saudi-Arabien und dem Iran eskaliert weiter. Der Iran warf dem Königreich am Donnerstag vor, im Jemen seine Botschaft ...
         ..Der Iran warf dem Königreich am Donnerstag vor, im Jemen seine Botschaft mit Kampfflugzeugen angegriffen zu haben...  ..Im Jemen liefern sich die beiden Regionalmächte, die auch im Syrien-Konflikt konkurrieren, einen Stellvertreterkrieg...  ..Saudi-Arabien geführte Allianz sunnitischer Staaten, die gegen die vom Iran unterstützten schiitischen Huthi-Rebellen im Jemen.."		Jemen	FAZ
Ein Buch zum Schutz vor Bomben	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201703285099634	2017-03-28	"BEIRUT, 27. März. Da gibt es Youssef, fünf Jahre alt, aus einer Stammesregion, der gerne noch spielt, bevor er in die Schule geht. Er greift ...
         ..Sicherheitsexperten von Safer Yemen sind sich im Klaren darüber, dass das nur eines der vielen Probleme ist, die zum Leid der Kinder im Jemen.."		Kinder leiden unter dem Krieg im Jemen besonders - ein Projekt will ihnen zumindest in den Schulen Sicherheit gewähren / Von Christoph Ehrhardt	FAZ
Fast eine halbe Million Kinder hungern im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20170327_4944357	2017-03-27	"Wachsende Armut, Hunger und Krankheiten: Zwei Jahre nach Kriegsausbruch geraten im Jemen nach Angaben von Unicef immer mehr Kinder in Lebensgefahr. ...
         ..Wachsende Armut, Hunger und Krankheiten: Zwei Jahre nach Kriegsausbruch geraten im Jemen nach Angaben von Unicef immer mehr..  ..Die katastrophalen Auswirkungen des Konflikts im Jemen würden angesichts der zahlreichen anderen internationalen Krisen zu..  ..Weil es gefährlich sei, aber auch weil Kinder arbeiten müssten, gingen rund zwei Millionen Kinder im Jemen nicht zur Schule.."		Vergessene Opfer	FAZ
So soll Kindern der Schulbesuch ermöglicht werden	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20170327_4945085	2017-03-27	"BEIRUT, 26. März. Da gibt es Youssef, fünf Jahre alt, aus einer Stammesregion, der gerne noch spielt, bevor er in die Schule geht. Er greift ...
         ..Sicherheitsexperten von Safer Yemen sind sich im Klaren darüber, dass das nur eines der vielen Probleme ist, die zum Leid der Kinder im Jemen..  ..Auch in den ländlichen Regionen des Jemen wird Bildung als wichtig angesehen..."	Christoph Ehrhardt	Krieg im Jemen	FAZ
Gabriel warnt vor Katastrophe im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201703175091392	2017-03-17	"Her. FRANKFURT, 16. März. Außenminister Sigmar Gabriel hat davor gewarnt, dass im Jemen Millionen Menschen der Hungertod drohe. ""Es bleibt nur ...
         ..Außenminister Sigmar Gabriel hat davor gewarnt, dass im Jemen Millionen Menschen der Hungertod drohe...  ..Am Donnerstag hat er in Berlin mit dem UN-Sondergesandten für den Jemen, Ismael Ould Sheikh Ahmed, über Verhandlungsbemühungen..  ..für den Jemen-Konflikt beraten..."			FAZ
Gabriel: Jemen droht Hungerkrise	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201703175090983	2017-03-17	"Her. FRANKFURT, 16. März. Außenminister Sigmar Gabriel hat vor einer Katastrophe im Jemen gewarnt. Millionen Menschen drohe der Hungertod, sagte ...
         ..Außenminister Sigmar Gabriel hat vor einer Katastrophe im Jemen gewarnt...  ..Gabriel hat am Donnerstag in Berlin mit dem Sondergesandten der Vereinten Nationen für den Jemen, Ismael Ould Sheikh Ahmed..  .., darüber beraten, wie die Bundesregierung die Verhandlungsbemühungen für eine Lösung des Jemen-Konflikts weiter unterstützen.."		Jemenitische Parteien erörtern Friedensprozess in Berlin	FAZ
Gabriel warnt vor Hungertod im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20170316_4928294	2017-03-16	"Außenminister Sigmar Gabriel hat vor einer Katastrophe im Jemen gewarnt. Millionen Menschen drohe im Jemen der Hungertod, sagte Gabriel der ...
         ..Außenminister Sigmar Gabriel hat vor einer Katastrophe im Jemen gewarnt...  ..Millionen Menschen drohe im Jemen der Hungertod, sagte Gabriel der Frankfurter Allgemeinen Zeitung vom Freitag...  ..beraten, wie die Bundesregierung die Verhandlungsbemühungen für eine Lösung des Jemen-Konflikts weiter unterstützen könne.."		Humanitäre Katastrophe	FAZ
UN: Hungerkrise im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2201703165089489_4	2017-03-16	"Im Jemen droht nach Angaben der Vereinten Nationen eine schlimme Hungerkrise. Fast zwei Drittel der Bevölkerung litten unter Hunger und brauchten ...
         ..Im Jemen droht nach Angaben der Vereinten Nationen eine schlimme Hungerkrise..."		Wichtiges in Kürze	FAZ
Schwangere Journalistin im Jemen getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD12021111650001003970796	2021-11-16	"In der jemenitischen Stadt Aden ist eine hochschwangere Journalistin ermordet worden. Rascha Abdallah Al-Harazi sei mit ihrem Ehemann, dem Journalisten ...
         ..""Aden ist derzeit die gefährlichste Stadt für Journalistinnen und Journalisten im Jemen"", sagte ROG-Sprecher Michael Rediske.."		Anschlag womöglich durch schiitische Huthi-Rebellen verübt	FAZ
Gefangenenaustausch im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202010166107393_1	2020-10-16	"Nach monatelangen Verhandlungen läuft im Jemen ein Austausch von mehr als 1000 Gefangenen an. In einem ersten Schritt sollten beide Seiten 230 ...
         ..Nach monatelangen Verhandlungen läuft im Jemen ein Austausch von mehr als 1000 Gefangenen an..."		Wichtiges in Kürze	FAZ
UN sieht Chance auf Frieden	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200417_6728928	2020-04-17	"Nach der Ankündigung einer Waffenruhe im Bürgerkriegsland Jemen angesichts der Gefahr durch die Corona-Pandemie wird die Chance auf Frieden ...
         ..Das saudische Militärbündnis bombardiert seit März 2015 Ziele im Jemen...  ..Nach UN-Angaben brauchen im Jemen 24 Millionen Menschen - rund 80 Prozent der Bevölkerung - Hilfe...  ..In der Vergangenheit sind alle Versuche gescheitert, den Konflikt im Jemen zu beenden..."		Jemen-Konflikt	FAZ
Weniger Hilfe für Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FR1202004145980152_2	2020-04-14	"Ungeachtet der humanitären Notlage im Jemen muss das Welternährungsprogramm WFP seine Hilfe für das Bürgerkriegsland aus Geldmangel drastisch ...
         ..Ungeachtet der humanitären Notlage im Jemen muss das Welternährungsprogramm WFP seine Hilfe für das Bürgerkriegsland aus..  ..Der Einsatz im Jemen leide unter einer kritischen Finanzierungslücke, man habe keine andere Wahl, als die Hilfe um die Hälfte.."		Wichtiges in Kürze	FAZ
Der Preis der Kompromisslosigkeit	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202004115979666	2020-04-11	"Die Ernüchterung ließ nicht lange auf sich warten. Am Mittwoch hatte ein saudischer Militärsprecher verkündet, die Militärkoalition werde ihren ...
         ..Am Mittwoch hatte ein saudischer Militärsprecher verkündet, die Militärkoalition werde ihren Jemen-Feldzug gegen die Houthi-Rebellen..  ..Khalid Bin Salman kündigte an, das Königreich werde den Vereinten Nationen 500 Millionen Dollar für humanitäre Hilfe im Jemen..  ..Mehr als fünf Jahre dauert der Krieg im Jemen schon an..."		Riad will aus dem Krieg im Jemen aussteigen - aber die Waffenruhe hält nicht / Von Christoph Ehrhardt	FAZ
Saudisches Militärbündnis kündigt zweiwöchige Waffenruhe an	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200409_6718855	2020-04-09	"Im Jemen will das von Saudi-Arabien angeführte Militärbündnis für mindestens zwei Wochen die Waffen ruhen lassen und damit nach eigener Aussage ...
         ..Ziel sei auch, die Ausbreitung des Coronavirus im Jemen zu verhindern...  ..Im Jemen sind bisher offiziell keine Infektionen mit Sars-CoV-2 gemeldet...  ..Nur etwa die Hälfte der Gesundheitszentren im Jemen ist voll einsatzfähig..."		Krieg im Jemen	FAZ
Rüstungsexporte für 1,2 Milliarden Euro	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200401_6706317	2020-04-01	"Die Bundesregierung hat seit Anfang 2019 Rüstungsexporte für mehr als eine Milliarde Euro an die Länder der Kriegsallianz genehmigt, die im ...
         ..hat seit Anfang 2019 Rüstungsexporte für mehr als eine Milliarde Euro an die Länder der Kriegsallianz genehmigt, die im Jemen..  ..Das Königreich ist das einzige Land der Allianz, gegen das die Bundesregierung unter anderem wegen des Jemen-Krieges seit..  ..Pakistanische Truppen schützen in Saudi-Arabien die Grenzregion zum Jemen..."		Jemen-Kriegsallianz	FAZ
Waffenruhe wegen Corona-Krise im Jemen?	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200326_6697659	2020-03-26	"Die Konfliktparteien im Jemen haben einem Aufruf zu einer Waffenruhe zugestimmt, um die Zivilbevölkerung vor der Corona-Pandemie zu schützen. ...
         ..Bislang wurde im Jemen noch keine Infektion mit dem Coronavirus registriert...  ..aller im Jemen inhaftierten Bahai angekündigt...  ..Insgesamt sechs Bahai seien im Jemen zu Unrecht wegen ihrer religiösen Überzeugung inhaftiert..."		Angst vor Ausbruch	FAZ
Ein möglicher Albtraum	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202003235965930	2020-03-23	"Manche Dinge kann man nur mit Galgenhumor ertragen. ""Die Blockade hatte wenigstens eine gute Seite"", sagt ein Einwohner der jemenitischen Hauptstadt ...
         ..Ein massenhafter Ausbruch des Virus im Jemen dürfte verheerende Folgen haben...  ..Die Zahlen der UN, die abbilden, wie groß die humanitäre Not im Jemen und damit auch die Verwundbarkeit der Bevölkerung ist..  ..Schätzungen sehen die Mortalitätsrate bei Infektionen mit dem Coronavirus im Jemen deshalb deutlich höher als in anderen.."		Der Jemen ist dem Coronavirus schutzlos ausgeliefert	FAZ
Zahlreiche Zivilisten im Jemen bei saudischen Angriffen getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202002175936702	2020-02-17	"cheh. BEIRUT. Im Jemen sind bei saudischen Luftangriffen Dutzende Zivilisten getötet worden. Die Vereinten Nationen sprachen von 31 Personen. ...
         ..Im Jemen sind bei saudischen Luftangriffen Dutzende Zivilisten getötet worden...  ..Die UN-Nothilfekoordinatorin für den Jemen, Lise Grande, äußerte scharfe Kritik an den ""schrecklichen"" Angriffen vom Samstag..  ..Das Königreich steht immer wieder in der Kritik, weil die Luftwaffe im Jemen Zivilisten tötet..."		Luftschläge nach Absturz von Jagdbomber / 31 Opfer	FAZ
Mehr Ankünfte von Migranten im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2202002155935582_6	2020-02-15	"Im vergangenen Jahr sind mehr Migranten aus Afrika im Bürgerkriegsland Jemen angekommen, als über das Mittelmeer nach Europa kamen. Das berichtete ...
         ..Im vergangenen Jahr sind mehr Migranten aus Afrika im Bürgerkriegsland Jemen angekommen, als über das Mittelmeer nach Europa.."		Wichtiges in Kürze	FAZ
Al-Qaida-Chef im Jemen getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD2202002085930144	2020-02-08	"sat. WASHINGTON. Die Vereinigten Staaten haben bei einem Luftangriff im Jemen den Anführer des örtlichen Ablegers der islamistischen Terrororganisation ...
         ..Auch sein Vorgänger war bei einem Drohnenangriff im Jemen getötet worden...  ..Der örtliche Al-Qaida-Ableger AQAP hatte im Jemen in den vergangenen Jahren Rückschläge erlitten...  ..Im Jemen fliegen amerikanische Streitkräfte seit Jahren Drohnenangriffe auf Mitglieder von AQAP..."		Washington bestätigt Drohnenangriff auf Qassim al Rimi	FAZ
Al-Qaida-Führer im Jemen getötet	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200207_6621613	2020-02-07	"Die Vereinigten Staaten haben die Tötung eines Al-Qaida-Anführers im Bürgerkriegsland Jemen gemeldet. Der Angriff sei auf Befehl von Präsident ...
         ..Die Vereinigten Staaten haben die Tötung eines Al-Qaida-Anführers im Bürgerkriegsland Jemen gemeldet...  ..Auch sein Vorgänger war bei einem amerikanischen Drohnenangriff im Jemen getötet worden...  ..Im Jemen fliegen die amerikanischen Streitkräfte seit Jahren Drohnenangriffe auf Al-Qaida-Mitglieder..."		Amerikaner melden	FAZ
Wachsende Konfliktbereitschaft	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1202002035924851	2020-02-03	"Über Monate war es relativ ruhig am Himmel über dem Norden des Jemens. Jetzt dröhnen dort wieder die Triebwerke saudischer Jagdbomber. Sicherheitsfachleute ...
         ..Am Donnerstag erhielt der Jemen-Sondergesandte Unterstützung vom UN-Sicherheitsrat, der ein ""sofortiges"" Ende der ""bedeutenden..  ..Um die Abkommen, die helften sollten, eine politische Lösung für den Jemen-Konflikt zu erreichen, stand es auch schon vor.."		Die Gewalt im Jemen-Konflikt flammt wieder auf - liegt das am Tod Soleimanis? / Von Christoph Ehrhardt, Beirut	FAZ
Wachsende Konfliktbereitschaft	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200202_6613787	2020-02-02	"Über Monate war es relativ ruhig am Himmel über dem Norden des Jemens. Jetzt dröhnen dort wieder die Triebwerke saudischer Jagdbomber. Sicherheitsfachleute ...
         ..Am Donnerstag erhielt der Jemen-Sondergesandte Unterstützung vom UN-Sicherheitsrat, der ein ""sofortiges"" Ende der ""bedeutenden..  ..Um die Abkommen, die helften sollten, eine politische Lösung für den Jemen-Konflikt zu erreichen, stand es auch schon vor.."	Christoph Ehrhardt	Eskalation im Jemen-Krieg	FAZ
Jemen, Syrien und Somalia sind am korruptesten	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20200123_6596806	2020-01-23	"Im internationalen Korruptionsindex von Transparency International steht Deutschland recht gut da - dennoch sieht die Organisation großen Reformbedarf. ...
         ..Globale Schlusslichter waren der Jemen, Syrien, der Südsudan und Somalia..."		Transparency International	FAZ
Aden, die geschundene Stadt	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20220408_7942684	2022-04-08	"Einst war die jemenitische Hafenstadt in bester Lage ein Sehnsuchtsort für europäische Orientreisende. Nun ist Aden zum Freilichtmuseum geworden ...
         ..Seit gut sieben Jahren bekämpfen sich im Jemen die von Iran geförderten Huthi-Rebellen und eine Koalition unter der Führung..  ..Immer wieder kommt die Frage auf, wie sich die Stadt den Irrsinn des Jemenkrieges jemals aus den geschundenen Gliedern schütteln.."	Christoph Ehrhardt	Krieg im Jemen	FAZ
Ein Friedenshindernis weniger	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD12022040850001516950767	2022-04-08	"Es ist ein Rücktritt, den viele herbeigesehnt hatten. Am Donnerstag kündigte der jemenitische Präsident Abd Rabbuh Mansur Hadi an, seinen Posten ...
         ..Die Führung in Riad sucht nach einem Ausweg aus ihrem erfolglosen Jemen-Engagement...  ..Ein Machtwechsel in Marib hätte die Kräfteverhältnisse im Jemen drastisch verändert...  ..Es wäre auch nichts Neues, wenn im Jemen auf Erfolgsmeldungen schlechte Nachrichten folgten..."		Erleichterung über Hadis Rücktritt im Jemen / Von Christoph Ehrhardt, Beirut	FAZ
Jemens Präsident Hadi zurückgetreten	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD12022040850001518195694	2022-04-08	"cheh. BEIRUT. Der jemenitische Präsident Abd Rabbo Mansur Hadi ist am Donnerstag zurückgetreten. Er entließ auch seinen Vizepräsidenten und ...
         ..galt als Hemmschuh für den politischen Prozess, der einen Ausweg aus dem seit mehr als sieben Jahren andauernden Krieg im Jemen.."			FAZ
Jemens Präsident Hadi überträgt Macht an neuen Präsidialrat	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20220407_7941221	2022-04-07	"Der jemenitische Präsident Hadi überträgt seine Macht ""unwiderruflich"" an den präsidialen Führungsrat. Dieser soll das Land nach Jahren des ...
         ..Im Jemen hat Präsident Abed Rabbo Mansur Hadi seine Macht überraschend an einen neuen Präsidialrat übertragen und Vizepräsident..  ..Im Jemen kämpft die international anerkannte Regierung von Präsident Hadi gegen die Huthi-Rebellen, die das Land 2014 überrannt..  ..Zugleich war der international anerkannte Präsident ein letztes Symbol staatlicher Legitimität im Jemen..."		Land im Bürgerkrieg	FAZ
Jemens Präsident Hadi tritt zurück	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20220407_7941617	2022-04-07	"Er galt als ein wesentliches Hindernis für den Frieden im Jemen. Jetzt macht Abd Rabbo Mansur Hadi den Weg frei für eine ""Übergangsperiode"". ...
         ..Die Führung in Riad sucht nach einem Ausweg aus ihrem erfolglosen Jemen-Engagement...  ..Ein Machtwechsel in Marib hätte die Kräfteverhältnisse im Jemen drastisch verändert...  ..Es wäre auch nichts neues, wenn im Jemen auf Erfolgsmeldungen schlechte Nachrichten folgen..."	Christoph Ehrhardt	Hochkorrupt und verhasst	FAZ
Waffenruhe im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD12022040450001500192401	2022-04-04	"cheh. BEIRUT. Im Jemen ist am Wochenende der erste koordinierte Waffenstillstand seit Jahren in Kraft getreten. Der erste Tag, Samstag, war ...
         ..Im Jemen ist am Wochenende der erste koordinierte Waffenstillstand seit Jahren in Kraft getreten...  ..Der internationalen Jemen-Diplomatie war es zuletzt 2016 gelungen, einen für das ganze Land geltenden Waffenstillstand zu..  ..Der Krieg hat den Jemen in eine der schlimmsten humanitären Krisen der Welt gestürzt..."		Kämpfe werden für zwei Monate eingestellt	FAZ
Waffenruhe im Jemen	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FR12022040250001494859239_3	2022-04-02	"Im Jemen haben sich die Konfliktparteien UN-Angaben zufolge auf eine zunächst zwei Monate andauernde Waffenruhe geeinigt. Sie soll am Samstagabend ...
         ..Im Jemen haben sich die Konfliktparteien UN-Angaben zufolge auf eine zunächst zwei Monate andauernde Waffenruhe geeinigt...  ..Sie soll am Samstagabend beginnen, wie der UN-Sondergesandte für den Jemen, Hans Grundberg, am Freitag mitteilte. dpa.."		Wichtiges in Kürze	FAZ
Saudi-Arabien verkündet Waffenruhe im Jemen während des Ramadan	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20220330_7920229	2022-03-30	"In dem seit 2015 herrschenden Krieg zwischen den von Saudi-Arabien unterstützten Truppen von Präsident Abd Rabbo Mansur Hadi und den vom Iran ...
         ..Die im Jemen aktive Militärkoalition unter saudiarabischer Führung hat für den islamischen Fastenmonat Ramadan eine Waffenruhe..  ..""Die Koalition kündigt hiermit die Einstellung der militärischen Operationen im Jemen an für ab Mittwochmorgen um 6 Uhr an..  ..Ungeachtet der von den Huthis ausgerufenen Waffenruhe flog die Koalition am Sonntag Luftangriffe im Jemen..."		Bürgerkrieg	FAZ
Krieg im Jemen wird von der Welt ignoriert	https://www.faz-biblionet.de/faz-portal/document?uid=FAZ__FD1201711115279931_4	2017-11-11	"Die ""Neue Zürcher Zeitung"" geht auf den Krieg im Jemen und die Folgen für die Menschen in dem Land ein: /  / ""Eines der reichsten Länder der Welt ...
         ..Die ""Neue Zürcher Zeitung"" geht auf den Krieg im Jemen und die Folgen für die Menschen in dem Land ein:

""Eines der reichsten..  ..Das verarmte Land heißt Jemen, das reiche Saudi-Arabien..."			FAZ
Saudi-arabische Kampfflugzeuge bombardieren Sanaa	https://www.faz-biblionet.de/faz-portal/document?uid=FAZN__20171111_5287428	2017-11-11	"Kampfflugzeuge einer saudi-arabisch geführten Militärkoalition haben Augenzeugen zufolge das Verteidigungsministerium unter Kontrolle der Huthi- ...
         ..Beide Länder stehen im Konflikt im Jemen auf entgegengesetzten Seiten...  ..Die Vereinten Nationen hatten zuletzt scharfe Kritik an Saudi-Arabiens Einsatz im Jemen geübt...  ..Hilfsorganisationen hatten in dieser Woche vor einer der weltweit größten Hungerkatastrophen im Jemen gewarnt..."		Jemens Hauptstadt	FAZ
